id,participant_id,key,session_order,task_content,task_type,task_index,started_at,completed_at,current_turn,current_response,current_cycle
268b8fb7-37c7-4caf-b294-ac3493415f90,38598dd5-4b64-46e0-8bda-c1a3766ec74d,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:51:19.205+00,,0,5,4
271148bb-bb1c-4d30-b3bf-1d37669fb166,e7bee9a5-10ae-426c-8b08-27934b9281bb,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:37:33.743+00,,0,5,4
2742579a-0853-45cf-935c-7279f4190b54,f3619e69-7a0a-47bd-a00f-daed6fc2ce92,informative,1,Thomas Edison is famous for inventing the light bulb.,informative,4,2025-09-09 15:17:25.345+00,,0,5,4
27f188ca-d78b-4c50-957d-ab7070c22403,873bb404-396b-4a21-bd83-ad7dd1a10af9,normative,2,Online meetings are more efficient than offline meetings.,normative,0,2025-09-09 15:11:59.01+00,,0,5,4
27ffa9ad-04d7-45eb-986a-b812b90c6994,95f30d93-4281-4988-8ba2-840acccee258,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 18:03:32.241+00,,0,5,4
283b857c-45c6-42f8-8fa1-74eb0a0d6e65,e9735720-d13d-47c9-99f1-be9ec8418a61,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:26:42.253+00,,0,5,4
28ddedf5-3a7b-4dae-b5f9-f3ccf1e230f1,8b2a2492-a113-4a39-ad28-01b1fc85db36,test,0,Turning on cameras during online meetings is necessary.,test,,,,0,0,0
28ff4900-74ac-4493-b467-2d79a684a18d,cef9291c-661f-4221-a4f2-9d8bf16fb111,informative,2,Napoleon's nickname was 'the little giant' because of his short height.,informative,5,2025-09-09 15:39:11.53+00,,0,5,4
29c9413f-4400-446d-a899-2df6a4723538,3602b073-9f84-4bd3-a681-ea302ad6a1bf,normative,1,Short and frequent meetings are more helpful than long and infrequent meetings.,normative,5,2025-09-09 14:53:50.361+00,,0,5,4
2a33b0c0-d7ea-4898-b67a-809692a32049,889464d6-cce9-4e14-8ceb-032f3a0abf0c,normative,2,It is acceptable to make a phone call inside an elevator when other people are present.,normative,2,2025-09-09 17:55:25.935+00,,0,5,4
2b6d1b38-5215-42e9-b395-356b84bfc3ae,14bf7228-fadd-491c-8cc4-c74dd4c3fba6,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:32:00.936+00,,0,5,4
2bc16d83-b400-4579-8885-5d9e5b814b35,871d350b-2da5-4cf0-8a7a-c2dc88bb4803,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 14:49:32.387+00,,0,5,4
2bec6181-6c39-4cb5-8a06-72468579e1a5,68e6e5f1-1440-4cb4-bef8-4a7009a19b5c,normative,1,Online meetings are more efficient than offline meetings.,normative,0,2025-09-09 15:15:47.206+00,,0,5,4
2db54d0e-beef-4197-923e-1888a53fc2a0,12977f58-b35a-48bb-ba9b-643cc0379c18,normative,1,Customers must always leave a tip at restaurants.,normative,1,2025-09-09 18:12:16.247+00,,0,5,4
2dce79fa-be76-45ee-ba42-25740cd37297,eda76aba-529a-4bba-a2de-ccddec750d17,informative,2,Koalas belong to the bear family.,informative,1,2025-09-09 15:05:52.829+00,,0,5,4
2ed10aad-f60d-419e-bd19-5c9c7ad04878,75db1808-af29-4ad0-bee6-29558574533b,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:23:04.683+00,,0,5,4
2f5aba19-4f84-459b-af8a-d09b81bfd494,97c14ba1-c814-4934-bf1d-21ff0650257e,informative,2,Koalas belong to the bear family.,informative,1,2025-09-09 17:48:32.583+00,,0,5,4
2faf9231-9388-4506-944d-8412c683e440,b784e7ca-736e-44db-a3f3-2cd2f86c2d68,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:21:26.511+00,,0,5,4
316258be-a85a-4b01-a5c3-f929e0b1067b,9d180490-c5b0-4d42-839f-a978a6afa540,informative,2,'Chauvinist' is the correct English spelling of a word that means a blindly patriotic person.,informative,3,2025-09-09 17:56:32.991+00,,0,5,4
32a0c2f3-71b0-4c8b-bc46-dc7e9554ace2,5d934fc1-711c-402b-ac91-17e8e7f9b263,normative,1,Customers must always leave a tip at restaurants.,normative,1,2025-09-09 15:00:49.382+00,,0,5,4
32c1b926-33e6-46d2-bafe-125ba348d0c0,d385aeea-2dd2-4f42-b57e-78a9b42f0382,normative,1,Honest and direct feedback is more helpful than polite and considerate feedback.,normative,3,2025-09-09 17:32:30.918+00,,0,5,4
3364d2fc-6f26-44cc-8fd8-fa8562063119,4f37c0a8-685a-4f8e-863c-f27a94a4236d,informative,1,The force that causes the surface of a liquid to contract to the smallest possible area is cohesion.,informative,2,2025-09-09 17:36:27.068+00,,0,5,4
34096a84-a0cc-4509-ab74-177063aa7efd,5b6a5a77-da0a-4cc4-b5fe-dbf17496f7df,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 14:50:14.741+00,,0,5,4
341097c7-91e3-43cd-b15d-9c0fab24db47,206652aa-efa6-46bb-8a66-bc2718a52ce6,informative,1,Thomas Edison is famous for inventing the light bulb.,informative,4,2025-09-09 18:07:22.983+00,,0,5,4
34eb95cb-2152-4cc5-bd49-51aa4616b46f,cfff5380-ac7a-474b-b789-c9210b78dd2b,informative,2,'Chauvinist' is the correct English spelling of a word that means a blindly patriotic person.,informative,3,2025-09-09 15:24:24.581+00,,0,5,4
355bc312-a3a1-4caf-930d-cb684ec53481,07d88852-7da1-4eaa-9413-468d15f8dc10,informative,1,The force that causes the surface of a liquid to contract to the smallest possible area is cohesion.,informative,2,2025-09-09 17:31:11.989+00,,0,5,4
36d2d294-5b65-4dac-ace6-aeafa83eeacf,492d89b6-d366-43d8-b3e3-3d3776f18f09,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:40:57.661+00,,0,5,4
3712d1e7-dbb1-4118-a508-bb453c78905d,95561580-6b5f-4a9c-af7c-d2d85aa29a14,informative,1,Thomas Edison is famous for inventing the light bulb.,informative,4,2025-09-09 17:43:17.25+00,,0,5,4
37166ac3-4e0f-41ab-923d-1e5dbafe26fa,f3619e69-7a0a-47bd-a00f-daed6fc2ce92,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 15:10:39.422+00,,0,5,4
3977ce78-739b-49b3-9f1d-1774470b1dcf,b121bfe8-f8b7-48fc-af14-f99c15aedc62,normative,2,Short and frequent meetings are more helpful than long and infrequent meetings.,normative,5,2025-09-09 15:55:37.196+00,,0,5,4
3a942b03-1005-4a14-9730-d9af74026603,7bbeecf7-33a6-4f95-b1f7-1b17b79f0b72,informative,2,Koalas belong to the bear family.,informative,1,2025-09-09 17:44:33.41+00,,0,5,4
3b16926f-7112-482c-8efd-7ce324eb5c8a,c1490d5a-63eb-43c8-8b70-aac901fc51d7,informative,1,The force that causes the surface of a liquid to contract to the smallest possible area is cohesion.,informative,2,2025-09-09 18:07:39.599+00,,0,5,4
3bd40fd5-f6ce-441c-9314-7032923c9c7b,00f48994-a285-4631-9696-edbecccdbd14,informative,1,The force that causes the surface of a liquid to contract to the smallest possible area is cohesion.,informative,2,2025-09-09 17:32:08.488+00,,0,5,4
3bdabed9-372d-4ded-ad76-e8e72efcbd5c,93c35761-c7dd-49aa-94f9-6420fc5f0b78,informative,2,Napoleon's nickname was 'the little giant' because of his short height.,informative,5,2025-09-09 17:40:56.8+00,,0,5,4
3c9ed60c-e0c4-4cf1-b724-cbc81fd9caf1,5d934fc1-711c-402b-ac91-17e8e7f9b263,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 14:52:15.985+00,,0,5,4
3da42e96-d626-4a9a-bb31-bed225fc2667,eae01319-0414-4f8b-b125-d4487bbeda7f,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:25:44.097+00,,0,5,4
3f30aab8-f45c-4531-bea8-d3a0323ab1ff,6ae81c9a-e082-4873-ae39-7c0f54a06c50,normative,2,Short and frequent meetings are more helpful than long and infrequent meetings.,normative,5,2025-09-09 17:50:42.232+00,,0,5,4
3ff391a0-5b26-4e7a-845a-c219ee2ff3ea,dc4e73f1-4cf5-47ea-a5b9-d58eaaf436e3,informative,2,Koalas belong to the bear family.,informative,1,2025-09-09 17:51:58.808+00,,0,5,4
4031962c-9638-4192-86f9-47e6374f8e8b,7828fa6e-2064-4d65-a533-7b743e1b3430,normative,2,Honest and direct feedback is more helpful than polite and considerate feedback.,normative,3,2025-09-09 17:51:52.941+00,,0,5,4
404dc80e-2e42-46c2-b081-b3720682a861,3794c56c-dffa-48cd-b926-e7a6b094f258,informative,2,'Chauvinist' is the correct English spelling of a word that means a blindly patriotic person.,informative,3,2025-09-09 15:21:33.084+00,,0,5,4
40566cb7-7722-4cc8-8abf-7eee1efd36a6,4d1cd95f-4f3f-40ae-ab18-7f0171c8d7f7,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:39:31.516+00,,0,5,4
40861856-149b-4ba7-ab5e-b96e23c99b77,2648d04c-6732-41ba-a408-acd2a3ec32e7,normative,2,It is acceptable to make a phone call inside an elevator when other people are present.,normative,2,2025-09-09 15:12:39.608+00,,0,5,4
4168168b-e344-4de4-83c3-67023c0a9144,871d350b-2da5-4cf0-8a7a-c2dc88bb4803,normative,2,Customers must always leave a tip at restaurants.,normative,1,2025-09-09 15:18:21.076+00,,0,5,4
41ab3113-4fcf-4f3b-b8df-220a6c467c5c,c73badf7-3e8c-4394-bebd-062f9d8e2c65,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:56:08.215+00,,0,5,4
422d9069-ea1a-4972-a740-30047ee4f43a,5d1b61d5-a2f2-44bd-a128-edf1f61bd715,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:22:54.766+00,,0,5,4
4255f8f6-de67-4f2c-9022-976720465128,68e6e5f1-1440-4cb4-bef8-4a7009a19b5c,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 15:04:10.037+00,,0,5,4
42848d08-7149-49d6-b3ae-0b9b3a612911,7bbeecf7-33a6-4f95-b1f7-1b17b79f0b72,normative,1,Honest and direct feedback is more helpful than polite and considerate feedback.,normative,3,2025-09-09 17:34:52.439+00,,0,5,4
4286b44a-a1d8-493c-b767-0273c7282698,7828fa6e-2064-4d65-a533-7b743e1b3430,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:30:42.889+00,,0,5,4
42e513a4-ba47-43c5-bc6b-3b7ffc8c2755,858e5a85-eb83-448d-a58c-c7974a70b99e,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:26:43.766+00,,0,5,4
4378ef44-f31f-4c92-981e-284a69f74553,520fac17-1bfc-4435-90f5-9cde743aeceb,informative,2,'Chauvinist' is the correct English spelling of a word that means a blindly patriotic person.,informative,3,2025-09-09 17:59:08.745+00,,0,5,4
453fee63-ccfd-4b33-a7f6-4e31d3fa524d,dcd1ed62-d5a6-4302-a597-724e85fa3a91,normative,1,It is acceptable to make a phone call inside an elevator when other people are present.,normative,2,2025-09-09 17:30:04.61+00,,0,5,4
45f32605-918a-41ce-b423-6429a4ed8fc6,60e7f8e1-4778-4be6-8622-22df2d440588,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:34:10.093+00,,0,5,4
474640e6-317c-4835-9c76-f32f9e65e436,929a3771-f5d2-4878-8a0f-a54e9ddd35f3,informative,2,Koalas belong to the bear family.,informative,1,,,0,5,4
47a8a035-fc2a-4178-b4be-1b277fcb06b7,6e51d200-d884-4119-8396-68494a7ddf3f,informative,1,Cleopatra's lifetime was closer in time to the Moon landing than to the construction of the Great Pyramid of Giza (the Pyramid of Khufu).,informative,0,2025-09-09 17:32:50.732+00,,0,5,4
47f2effe-570c-4b3c-9543-715589d734d7,c5c5f9a8-56b2-47cb-ba19-8c86e4b86f3b,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:28:18.185+00,,0,5,4
47ff1138-0020-4028-bf5c-a04434f05f83,74c9f1d7-3521-444e-9345-c995a33dc27a,normative,1,Honest and direct feedback is more helpful than polite and considerate feedback.,normative,3,2025-09-09 15:03:19.957+00,,0,5,4
4839fe73-16a8-4557-9f28-e9456f21578c,0970deef-da21-4b37-bddf-814b4a94c050,normative,1,It is acceptable to make a phone call inside an elevator when other people are present.,normative,2,2025-09-09 17:35:21.226+00,,0,5,4
48d3baac-85be-4b5c-bb91-473bfbbffba0,e817f2b7-c7dd-4cff-9367-138be05feaaf,test,0,Turning on cameras during online meetings is necessary.,test,,2025-09-09 17:29:01.274+00,,0,5,4
49c48682-3a70-49ea-b1ea-1478edc2a8c9,2f6754e3-91f8-42c4-8052-4680060616bb,normative,1,Honest and direct feedback is more helpful than polite and considerate feedback.,normative,3,2025-09-09 18:23:31.043+00,,0,5,4
